candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53
48,5108,108,2,sitting,0.0015,1.259,-0.0099,0.1442,0.3611,1.0422,0.3491,-0.0077,0.004,0.0238,0.0145,0.0051,-0.024,0.0011,0.0101,0.0243,0.0176,0.0155,0.1403,0.0228,-0.473,-0.0114,-0.0034,-0.0146,0.936,-0.0065,0.0141,0.0334,-0.0049,0.005,-0.134,-0.0184,-0.0305,0.0165,0.0044,0.0101,-0.0035,-0.6714,-0.0107,0.7805,-0.0104,-0.0076,0.0111,0.4389,0.0099,0.0026,0.0236,-0.0101,0.019,0.006,0.0247,-0.038,-0.0105,0.002
49,5109,108,2,sitting,0.0005,1.3105,-0.0214,0.0232,0.313,0.9833,0.3109,-0.0287,0.0023,0.017,0.017,-0.0079,-0.0318,0.0013,0.011,0.028,0.0208,-0.0122,0.4688,-0.0037,-0.585,-0.0061,0.0031,0.0066,1.0357,0.0128,0.0156,-0.0215,-0.0085,0.0042,-0.1681,-0.0304,-0.027,-0.0084,-0.0046,0.001,-0.006,-0.3097,-0.0066,0.7629,0.001,-0.0156,0.0045,0.419,0.0091,0.0033,0.0247,0.007,0.0197,0.0122,0.0253,-0.0354,-0.0116,0.0014
50,5110,108,2,sitting,0.0178,1.3248,-0.0219,0.1308,0.3281,1.0733,-0.2361,0.0083,-0.0053,0.0117,0.016,-0.0117,-0.0285,-0.004,0.0056,0.0285,0.0204,0.0019,0.3706,0.0063,-0.5469,0.0008,0.0003,-0.0172,1.013,0.0149,-0.0062,-0.0098,0.0038,0.0247,-0.1628,-0.024,-0.0611,-0.001,0.0117,0.0164,-0.0026,-0.3455,-0.0075,1.455,-0.0128,-0.0134,0.0141,0.9872,0.0069,0.007,0.0133,0.0014,0.0285,0.0053,0.021,-0.0354,-0.0111,0.0052
51,5111,108,2,sitting,0.013,1.1918,-0.0117,0.1634,0.3707,1.0494,-0.246,0.0271,0.0109,0.0196,0.0064,-0.0093,-0.0237,0.0001,0.0084,0.0247,0.0186,0.0207,0.5027,0.0026,-0.5072,-0.003,-0.0055,0.014,0.9235,-0.009,-0.0162,-0.0241,-0.0066,0.0176,-0.1778,0.0026,-0.0416,-0.0274,-0.0067,-0.0283,-0.0054,-0.3661,-0.0053,0.765,-0.013,-0.0053,-0.0076,0.4165,0.0052,0.0093,0.0265,-0.0004,0.0159,0.0045,0.0189,-0.0369,-0.0117,0.0054
52,5112,108,2,sitting,0.0007,1.266,-0.019,0.0746,0.2407,0.8402,0.2244,-0.0084,0.0052,0.0119,0.008,-0.0043,-0.026,0.0031,0.0076,0.0264,0.0245,0.0075,0.3192,0.0079,-0.5028,-0.0025,0.0014,0.001,1.1548,0.0132,0.0323,0.0217,-0.007,0.0268,-0.17,-0.0198,-0.0229,-0.025,-0.0018,0.0143,-0.0052,-0.3195,-0.0128,0.877,-0.0064,-0.0141,-0.0033,0.4224,0.0067,0.0137,0.0304,0.0059,0.0119,0.0062,0.0252,-0.0344,-0.0113,0.0038
53,5113,108,2,sitting,0.0061,1.1819,-0.0209,0.165,0.5162,0.9946,0.3868,0.0042,0.0004,0.0228,0.0104,-0.0098,-0.0295,0.0054,0.0128,0.0287,0.0172,-0.0005,0.1981,0.0056,-0.5873,-0.0077,0.0003,0.0006,0.9436,-0.0101,0.0211,0.0122,-0.0041,0.0026,-0.1638,-0.032,-0.0286,0.0009,0.0143,-0.0087,-0.0043,-0.3069,-0.0125,0.8624,-0.0103,-0.0105,0.0041,0.4622,0.0117,0.0057,0.0188,-0.0037,0.0265,0.007,0.0183,-0.0348,-0.0136,0.0031
54,5114,108,2,sitting,0.0102,1.2977,-0.014,0.1381,0.3679,1.0979,0.1838,0.0237,0.0027,0.0087,0.0137,-0.0011,-0.0179,0.0063,0.0159,0.0247,0.0192,0.0049,0.138,-0.0187,-0.55,0.0032,0.0002,0.022,1.1574,0.0255,-0.0101,-0.0055,0.002,0.0088,-0.1824,-0.0346,-0.0453,-0.0133,-0.0058,0.0235,-0.0057,-0.3238,-0.0113,1.468,-0.0102,-0.0058,-0.0039,0.4266,0.006,-0.005,0.0227,-0.0103,0.0159,0.0066,0.0119,-0.0353,-0.0135,0.0054
55,5115,108,2,sitting,0.0083,1.3427,-0.0154,0.1331,0.4435,1.1644,-0.3306,0.0021,0.0074,0.0035,0.0149,0.0021,-0.0228,0.0017,0.0094,0.0284,0.0166,-0.004,0.3637,-0.0135,-0.574,-0.0105,-0.0022,-0.0072,1.0527,0.0061,0.0011,0.0257,-0.0121,-0.004,-0.164,-0.0195,-0.0437,-0.0183,-0.014,-0.0147,-0.0023,-0.6228,-0.0042,1.6612,-0.0081,-0.0156,0.0083,0.9259,0.0145,-0.0074,0.0267,-0.0069,0.0212,0.0005,0.0125,-0.0335,-0.0111,0.0028
56,5116,108,2,sitting,0.0051,1.295,-0.0078,0.0834,0.3417,1.038,-0.3037,0.0008,0.0034,0.0223,0.0129,-0.0173,-0.0303,0.0066,0.0152,0.0223,0.0179,0.0005,0.4456,-0.0233,-0.5405,-0.0066,0.0016,0.0205,1.2536,-0.0176,-0.0403,0.0084,-0.023,-0.0054,-0.1432,-0.0247,-0.0387,0.0017,0.0078,0.0058,-0.0012,-0.6764,-0.01,1.4666,-0.0102,-0.0026,-0.0018,0.4366,0.0171,0.0038,0.0319,0.003,0.0333,0.0011,0.0267,-0.0358,-0.0125,0.0057
57,5117,108,2,sitting,0.013,1.3063,-0.0057,0.1202,0.3451,1.1523,0.546,-0.0072,-0.0056,0.0038,0.0147,-0.002,-0.0173,-0.0027,0.0097,0.0223,0.0189,-0.0146,0.1264,-0.0019,-0.5756,-0.0128,-0.0032,0.0101,1.1601,-0.002,0.0116,-0.027,-0.0266,-0.022,-0.1237,-0.0075,-0.0091,-0.0145,0.0047,0.0036,-0.0031,-0.6217,-0.0074,1.434,-0.0049,-0.0095,-0.0076,0.2416,-0.0021,0.0018,0.0254,-0.002,0.0162,0.003,0.0211,-0.0348,-0.0111,0.0057
58,5118,108,2,sitting,0.006,1.2183,-0.0182,0.0987,0.2759,0.9205,0.2466,0.0033,-0.0263,0.0117,0.0041,-0.0024,-0.0345,0.0053,0.0143,0.0269,0.0191,0.0071,0.4667,0.0166,-0.5888,-0.0053,-0.0058,-0.0066,1.0629,-0.0037,-0.012,-0.0045,-0.0241,-0.021,-0.1864,0.0041,-0.0456,0.0007,0.0036,0.0112,-0.0062,-0.3361,-0.0081,1.4717,-0.0061,-0.0175,0.0086,0.2852,0.0118,0.0024,0.0189,-0.0047,0.0113,0.0036,0.0181,-0.0358,-0.0102,0.0047
59,5119,108,2,sitting,0.0178,1.3151,-0.0267,0.1479,0.408,1.1156,0.3571,0.0163,0.0035,0.0362,0.0141,-0.006,-0.0297,0.0004,0.0136,0.0245,0.0206,-0.0065,0.3648,-0.0133,-0.5769,-0.0112,-0.0007,0.001,0.8186,0.0055,-0.0409,-0.0147,-0.0407,-0.0023,-0.1867,-0.0219,-0.0256,-0.036,-0.0098,-0.0085,-0.0034,-0.526,-0.0056,0.7816,-0.0099,-0.0134,0.0079,0.3472,0.0028,0.0059,0.0328,0.0044,0.0206,0.0114,0.0204,-0.0346,-0.0135,0.0029
60,5120,108,2,sitting,0.0056,1.341,-0.0164,0.1675,0.4056,1.0562,0.2711,0.0049,0.0121,0.0213,0.0129,0.0012,-0.0322,0.0003,0.0113,0.0249,0.0156,-0.0335,0.125,-0.0456,-0.5261,-0.006,-0.0015,-0.0012,1.1777,-0.0357,0.0149,0.0457,0.0017,0.021,-0.1449,-0.0296,-0.0246,-0.0478,-0.0075,-0.0157,-0.0024,-0.6724,-0.003,0.7865,-0.0145,-0.0033,-0.0024,0.4602,0.005,0.0093,0.0259,0.0102,0.0216,-0.0048,0.0163,-0.0353,-0.0124,0.0044
61,5121,108,2,sitting,0.0155,1.3043,-0.0167,0.1226,0.3712,1.0946,0.5106,0.0141,0.0022,0.0272,0.0189,-0.0021,-0.0145,0.002,0.0083,0.0246,0.0211,0.0144,0.3238,0.024,-0.5272,-0.0006,-0.0037,0.0284,1.0206,-0.0048,0.0053,-0.0188,0.0019,0.003,-0.1664,0.0108,-0.0501,-0.0106,-0.0072,-0.0018,-0.0044,-0.5773,-0.0065,1.4987,-0.0075,-0.0225,0.0185,0.2987,0.0187,0.0057,0.022,0.0083,0.0171,0.0061,0.0145,-0.0387,-0.0121,0.0026
62,5122,108,2,sitting,0.0286,1.3218,-0.0172,0.057,0.2346,0.7203,-0.1693,-0.0272,0.0038,0.0241,0.0287,-0.0171,-0.0249,0.0068,0.0096,0.0275,0.0184,-0.0071,0.1746,-0.0184,-0.5304,-0.012,-0.0125,-0.0095,0.6196,-0.0373,0.0101,-0.0411,-0.0057,-0.0053,-0.2273,-0.0255,-0.0224,-0.0354,-0.0183,-0.0051,-0.0035,-0.4273,-0.011,1.0064,-0.0011,-0.0153,-0.0071,0.3638,0.0137,-0.001,0.0224,0.0026,0.0216,-0.0036,0.0156,-0.0364,-0.0102,0.005
63,5123,108,2,sitting,0.0102,1.1704,-0.0201,0.0241,0.1471,0.5172,0.3845,-0.0234,-0.0033,0.0343,0.0136,0.0055,-0.0249,-0.0073,0.0147,0.0291,0.0179,-0.0116,0.1488,0.0102,-0.5309,-0.0172,-0.0068,-0.0031,1.0184,0.0037,0.0187,0.0177,-0.0182,0.0032,-0.1236,0.0061,-0.0137,-0.0158,-0.0044,-0.011,-0.0056,-0.6361,-0.0094,1.4624,-0.0092,-0.0046,0.0174,0.3159,0.0045,-0.0031,0.0175,0.0072,0.0214,0.0028,0.023,-0.036,-0.0111,0.0067
65,5125,108,2,sitting,0.0011,1.2607,-0.018,0.1551,0.5329,1.3594,0.1872,0.014,-0.0166,0.0071,0.0068,-0.0079,-0.027,-0.0002,0.0056,0.0272,0.0153,-0.013,0.1126,-0.0171,-0.5048,-0.0124,0.0047,-0.0357,0.9108,0.033,0.0354,-0.0171,0.0246,0.0112,-0.2022,-0.024,-0.0526,-0.0196,-0.0258,-0.0029,-0.0043,-0.5912,-0.0087,0.8047,-0.0127,-0.0057,0.0025,0.3658,0.0136,0.0043,0.0325,-0.0005,0.0136,0.0064,0.0114,-0.0388,-0.0121,0.0041
66,5126,108,2,sitting,0.0103,1.2442,-0.0192,0.0838,0.3047,1.021,-0.1866,0.0363,-0.0022,0.0153,0.0132,-0.0061,-0.0275,-0.0039,0.0125,0.0298,0.0177,-0.015,0.4206,-0.0362,-0.5269,-0.0062,-0.0034,0.0212,1.2265,0.0095,-0.0186,-0.0136,-0.023,0.001,-0.1601,-0.0253,-0.0329,-0.0424,-0.0273,0.0099,-0.0011,-0.5791,-0.0077,1.6483,0.0003,-0.0159,0.0047,0.9511,0.0087,0.0076,0.0294,-0.0168,0.0253,0.0089,0.0184,-0.0364,-0.0106,0.0017
67,5127,108,2,sitting,0.0035,1.2816,-0.0176,0.188,0.4251,1.1208,0.4531,-0.005,-0.0004,0.0123,0.016,-0.0031,-0.0266,0.0052,0.0107,0.0367,0.0194,-0.007,0.1661,-0.0226,-0.546,-0.0037,0.0001,-0.0177,0.9214,0.0205,0.002,0.018,-0.0046,-0.0052,-0.1602,-0.0283,-0.0615,-0.0315,-0.0232,-0.0106,-0.0039,-0.6013,-0.0082,0.8388,-0.0134,-0.0093,-0.0059,0.4352,0.0068,-0.0056,0.0226,0.0169,0.0178,-0.0044,0.0134,-0.0345,-0.0108,0.0044
68,5128,108,2,sitting,0.0047,1.2166,-0.0264,0.148,0.3597,0.9777,-0.2196,0.0157,-0.0002,0.0183,0.0011,0.0009,-0.0277,0.0004,0.0104,0.0261,0.0173,0.0147,0.3036,-0.0174,-0.5397,-0.0031,0.0002,-0.0352,0.8585,-0.0145,-0.0055,0.0152,-0.0127,0.0255,-0.1693,-0.0293,-0.0283,-0.0466,0.0024,0.0087,-0.0005,-0.5327,-0.0091,0.7844,-0.0125,-0.009,0.0134,0.3541,0.0068,-0.0006,0.0245,-0.0028,0.0241,0.01,0.0144,-0.0345,-0.012,0.006
70,5130,108,2,sitting,0.0028,1.3276,-0.0092,0.175,0.5724,1.5549,-0.2881,0.0103,-0.0205,0.0315,0.0062,-0.0012,-0.0255,-0.0052,0.0141,0.0249,0.0176,-0.0302,0.3284,-0.0457,-0.5409,-0.0004,0.0054,-0.0336,1.1124,-0.0307,-0.0212,0.0076,0.028,-0.0122,-0.1887,-0.0359,-0.0059,-0.0033,-0.0222,0.0031,-0.0019,-0.6631,-0.0056,1.421,-0.0066,-0.0195,0.0121,0.4281,0.008,0.0079,0.0307,0.0146,0.0361,0.0009,0.0183,-0.0364,-0.0102,0.0053
71,5131,108,2,sitting,0.0083,1.3273,-0.0036,0.0154,0.3081,0.8521,0.4799,-0.006,-0.0007,0.0212,0.0058,0.0035,-0.0294,0.0029,0.0112,0.0256,0.0194,-0.0053,0.3381,-0.0143,-0.5065,-0.0042,0.0006,0.0029,1.3886,0.0104,-0.0044,0.0027,-0.0084,-0.0001,-0.174,-0.0309,-0.05,-0.034,0.0175,-0.0084,-0.0058,-0.5621,-0.0042,1.4395,-0.0087,-0.0167,-0.0132,0.289,0.0096,0.0076,0.0367,0.0049,0.0027,0.0126,0.0219,-0.0352,-0.0127,0.0056
72,5132,108,2,sitting,0.0066,1.2876,-0.0216,0.1584,0.4581,1.3527,-0.301,-0.0362,0.0122,0.0062,0.0126,0.0157,-0.0334,-0.0009,0.0115,0.0241,0.0239,0.0013,-0.0406,-0.0053,-0.4357,-0.0034,-0.0015,-0.0222,0.8833,0.0133,-0.0218,0.0029,-0.009,-0.0068,-0.1517,-0.0261,-0.0334,-0.0109,-0.0002,-0.003,0.0014,-0.514,-0.0071,1.0595,-0.0146,-0.0038,-0.0059,0.4753,0.0184,0.0068,0.0276,0.0058,0.0266,0.0064,0.0204,-0.0353,-0.0132,0.0035
73,5133,108,2,sitting,0.0056,0.2664,-0.0197,0.1728,0.4861,1.2568,1.4514,-0.0063,0.0072,0.0214,0.0023,0.0049,-0.0244,0.0021,0.0114,0.0285,0.0201,0.0074,0.1804,0.0008,-0.4777,-0.0014,0.0025,0.0141,1.1052,0.0077,0.0059,0.0037,-0.0174,0.008,-0.1903,0.0109,-0.0527,0.0248,0.0131,0.0087,-0.008,-0.3411,-0.0103,1.1377,-0.012,-0.0073,0.0144,0.3753,0.0122,0.0084,0.0128,0.0113,0.027,0.0018,0.0234,-0.0359,-0.0111,0.0067
74,5134,108,2,sitting,0.0217,1.2946,-0.032,0.147,0.4077,1.21,-0.2116,-0.0046,0.006,0.0153,0.0012,-0.002,-0.0275,0.0034,0.0135,0.0259,0.0166,0.0078,0.3194,0.0042,-0.5252,0.0002,0.0033,0.0146,1.2014,0.0038,0.0217,0.0117,0.021,-0.0066,-0.1845,0.0049,-0.0681,0.001,0.0118,0.0077,-0.0023,-0.5778,-0.0095,1.4904,0.0003,-0.016,0.0035,0.3922,0.0108,0.013,0.0231,0.0077,0.0277,0.0103,0.0301,-0.0368,-0.0123,0.006
75,5135,108,2,sitting,0.0076,1.3437,-0.019,0.1468,0.3551,1.1684,-0.5348,0.0204,-0.0207,0.0146,0.008,-0.0183,-0.0273,0.0001,0.0121,0.025,0.0202,-0.0113,0.1413,0.0102,-0.4805,-0.0167,0.0044,-0.0325,1.3156,0.0144,-0.014,-0.024,0.0053,0.0047,-0.1837,-0.018,-0.006,-0.0156,-0.0242,0.0032,-0.0044,-0.5746,-0.013,0.6947,-0.0133,-0.0114,-0.0183,0.4545,-0.004,0.0134,0.0163,0.0052,0.0169,0.0031,0.0133,-0.0359,-0.0125,0.0068
76,5136,108,2,sitting,0.0032,2.1355,-0.0074,0.0572,0.1215,0.9218,0.1981,0.0054,0.0024,0.0147,0.0126,-0.0081,-0.0305,0.001,0.0087,0.0313,0.0186,0.0016,0.4514,0.0042,-0.5051,-0.002,0.0011,0.0153,1.4887,0.0034,0.0071,0.0014,-0.0151,0.001,-0.1386,0.0044,-0.0169,-0.0263,-0.0043,-0.004,-0.0038,-0.4853,-0.0052,1.5145,0.0017,-0.0196,0.0168,0.2732,0.0031,0.0089,0.0211,-0.0079,0.0275,0.0073,0.0178,-0.0362,-0.0101,0.0048
77,5137,108,2,sitting,0.0106,1.3441,-0.0228,0.1316,0.3661,1.1234,-0.3349,0.0115,-0.0069,0.0082,0.0082,-0.0051,-0.0228,-0.0009,0.0074,0.0218,0.0161,0.005,-0.166,-0.0095,-0.5693,-0.0034,0.0014,0.0079,1.2708,0.0307,-0.0358,-0.0015,0.0107,0.0041,-0.1868,-0.0221,-0.0248,-0.0368,-0.0155,-0.0027,-0.0038,-0.3035,-0.0078,0.7784,0.002,-0.0153,0.0025,0.4264,0.009,0.0011,0.0146,-0.0016,0.0212,0.0045,0.0197,-0.0368,-0.0136,0.0047
78,5138,108,2,sitting,0.0054,1.2274,-0.0213,0.0576,0.2282,0.6733,0.3679,0.0077,-0.0127,0.0178,0.009,0.0017,-0.0295,0.0053,0.0122,0.0296,0.0218,-0.0063,0.1392,-0.0213,-0.5487,-0.0133,0.0008,-0.0072,1.0806,0.0057,0.0089,0.0247,-0.0066,0.0038,-0.196,-0.027,-0.0092,-0.0248,-0.0243,-0.0016,-0.0033,-0.3205,-0.0037,0.7991,-0.0049,-0.0161,0.0025,0.3152,0.0063,0.0029,0.0351,0.0079,0.0265,0.0147,0.0164,-0.0349,-0.0101,0.0044
79,5139,108,2,sitting,0.005,1.3074,-0.0184,0.106,0.3516,0.9615,0.1803,-0.0207,0.0024,0.0118,0.0077,0.0074,-0.0276,0.0003,0.0075,0.0242,0.0162,0.003,0.2336,-0.0183,-0.5593,-0.006,0.0051,-0.0076,1.1269,-0.0092,0.0154,0.0144,-0.0143,-0.0232,-0.1399,-0.0259,-0.051,-0.0085,-0.0268,-0.0083,-0.003,-0.3143,-0.0033,0.7445,-0.0148,-0.0066,0.0133,0.4048,0.0085,0.0102,0.0251,0.0037,0.0195,0.0004,0.0203,-0.0341,-0.0115,0.0048
80,5140,108,2,sitting,0.0031,1.301,-0.022,0.0213,0.2745,0.7484,-0.2273,0.0121,-0.0262,0.015,0.0013,-0.0213,-0.0314,-0.0041,0.0102,0.0259,0.0185,0.014,0.2313,0.0171,-0.4687,-0.0134,0.0005,0.0222,1.2671,0.023,0.0067,0.025,-0.0052,0.0244,-0.171,-0.0243,-0.0474,-0.0383,-0.0368,-0.0039,-0.005,-0.3169,-0.008,1.4396,-0.0039,-0.0166,0.0149,0.3437,0.0134,0.0031,0.0247,-0.0054,0.0221,-0.0065,0.0188,-0.0373,-0.0105,0.0025
81,5141,108,2,sitting,0.002,1.3207,-0.0133,0.1203,0.3416,1.0059,-0.0809,-0.0113,0.0025,0.0252,0.0165,0.0004,-0.0219,0.0048,0.0103,0.0239,0.0179,0.018,0.1261,0.0127,-0.5568,-0.0012,-0.0049,-0.0077,1.0693,0.0273,0.0238,-0.012,-0.0115,0.0017,-0.1933,0.0033,-0.0035,-0.0106,0.0121,-0.0127,-0.0035,-0.324,-0.0042,0.7669,-0.0131,-0.0081,0.0065,0.3911,0.0048,-0.005,0.0295,0.0068,0.0214,0.0168,0.0277,-0.0374,-0.0109,0.0023
82,5142,108,2,sitting,0.0047,1.2692,-0.0126,0.1786,0.3759,0.9983,0.2633,0.0005,-0.0005,0.0113,0.0075,-0.0063,-0.0295,-0.0009,0.0075,0.03,0.0185,0.0138,0.3567,0.0075,-0.5355,-0.0001,-0.0014,0.011,1.0602,0.0084,-0.0135,-0.0014,-0.0253,0.011,-0.1426,-0.0274,-0.0378,-0.0222,0.0043,0.0038,-0.0052,-0.3512,-0.0053,0.7276,0.0015,-0.0186,0.0104,0.463,0.0052,-0.0009,0.032,0.0052,0.0238,-0.0008,0.0288,-0.0353,-0.0131,0.0028
83,5143,108,2,sitting,0.0103,1.2971,-0.0202,0.1188,0.3117,1.0575,0.3428,0.0189,-0.0054,0.0174,0.0081,-0.0041,-0.0301,0.0056,0.0117,0.0323,0.0174,-0.0262,0.1877,-0.0112,-0.5717,-0.0076,-0.0041,-0.0364,0.9544,-0.0167,-0.0324,-0.0116,-0.0067,0.0148,-0.1986,-0.0299,-0.0171,-0.0258,-0.0358,-0.0039,-0.0034,-0.3073,-0.0113,0.7494,-0.0059,-0.0111,0.0041,0.4472,0.0051,0.0094,0.0365,-0.0118,0.024,-0.0055,0.0235,-0.0339,-0.0121,0.0012
84,5144,108,2,sitting,0.013,1.2888,-0.0258,0.0681,0.3715,1.0798,0.0931,0.0385,-0.0273,0.0434,0.0107,-0.0181,-0.0486,0.0142,0.0146,0.0215,0.013,0.0108,0.1795,0.0302,-0.476,-0.0057,-0.0055,0.0138,1.1763,-0.0037,-0.0338,-0.0082,-0.0228,0.024,-0.1707,-0.0139,-0.0474,-0.0054,0.0172,-0.0076,-0.0054,-0.316,-0.0102,1.5079,0.0037,-0.0155,0.0266,0.3431,0.0031,0.0041,0.0285,0.0116,0.0241,0.0017,0.0136,-0.0339,-0.0115,0.0057
85,5145,108,2,sitting,0.0007,2.3512,-0.0151,0.16,0.4576,1.3106,0.4554,-0.0035,0.0013,0.0272,0.0089,0.0003,-0.0244,0.0013,0.0088,0.0266,0.0176,0.0012,0.4349,-0.026,-0.533,-0.0086,0.0021,-0.0306,1.171,-0.0069,-0.0418,-0.0023,-0.0325,0.0014,-0.165,-0.0337,-0.0074,-0.0143,-0.0153,-0.0021,-0.0011,-0.3248,-0.0056,0.6833,0.0003,-0.0176,0.014,0.4468,0.0109,0.0062,0.023,0.0047,0.0275,0.0037,0.0151,-0.0345,-0.012,0.0039
86,5146,108,2,sitting,0.0068,0.2642,-0.0189,0.1262,0.4039,1.2275,0.454,0.0039,-0.0032,0.021,0.0123,-0.0048,-0.0218,0.0015,0.0121,0.0259,0.0169,0.0005,0.2289,0.0024,-0.5712,-0.0117,-0.0004,0.0068,1.1156,0.014,0.0065,-0.0179,-0.0099,-0.0012,-0.1499,-0.034,-0.0471,0.0073,0.007,0.0056,-0.0044,-0.59,-0.0101,1.48,-0.015,-0.0035,0.013,0.3749,0.0153,0.0106,0.0337,0.0043,0.0166,0.002,0.0312,-0.0352,-0.0115,0.0051
87,5147,108,2,sitting,0.004,1.2742,-0.0131,0.0428,0.3057,0.974,0.2751,0.0102,0.0033,0.0087,0.0047,-0.0123,-0.0363,0.0043,0.0117,0.0241,0.0194,0.006,0.2733,-0.0173,-0.5182,-0.0036,0.0014,-0.0082,0.9504,-0.0301,0.0465,-0.031,-0.012,-0.0081,-0.1373,-0.0287,-0.047,-0.0268,-0.0085,0.0107,-0.0006,-0.3195,-0.0091,0.775,-0.0147,-0.0037,0.0086,0.3955,0.0117,0.0013,0.0216,0.0064,0.023,0.0112,0.0164,-0.0368,-0.0121,0.0027
88,5148,108,2,sitting,0.0026,1.3076,-0.0074,0.0698,0.2511,0.7521,0.4093,0.0087,0.0021,0.0035,0.0042,-0.001,-0.0166,0.0023,0.0098,0.0306,0.0159,0.0072,0.235,-0.0264,-0.4926,-0.0044,0.0031,-0.0006,1.1605,0.0019,0.0247,0.0226,0.0024,0.005,-0.1821,-0.0291,-0.0421,-0.0285,-0.0049,-0.0063,-0.0012,-0.6704,-0.0058,1.5012,-0.0076,-0.0151,0.005,0.4154,0.0098,0.0019,0.0336,0.0086,0.0363,0.0072,0.0173,-0.0371,-0.012,0.0029
89,5149,108,2,sitting,0.0082,1.3397,-0.0155,0.0503,0.2426,0.66,0.1579,0.0125,-0.0205,0.0202,0.0021,-0.0116,-0.0267,-0.0001,0.0086,0.0275,0.0193,0.0235,0.1241,0.0072,-0.5209,-0.0004,-0.0015,-0.0239,0.9835,-0.0231,0.0014,0.0045,-0.0041,0.0064,-0.1535,-0.0268,-0.0282,-0.025,-0.0052,-0.0174,-0.0043,-0.3163,-0.0108,1.4584,0.0021,-0.0183,0.0127,0.3641,0.0018,0.0044,0.0254,-0.0066,0.0235,-0.0015,0.0144,-0.0338,-0.0131,0.0046
90,5150,108,2,sitting,0.0113,1.3016,-0.027,0.0426,0.133,0.4413,0.0388,0.0001,-0.005,0.0186,0.0056,0.0035,-0.0289,0.0004,0.0104,0.0271,0.019,0.0051,0.2705,-0.0134,-0.5098,-0.0023,-0.0006,-0.009,1.1838,-0.0377,0.015,0.0224,0.007,-0.0207,-0.1867,-0.0288,-0.0451,-0.0305,-0.007,0.0064,-0.0042,-0.3118,-0.0051,1.4312,-0.0155,-0.0161,-0.009,0.3409,0.0137,0.014,0.024,0.0005,0.0306,-0.0015,0.0249,-0.0363,-0.0108,0.0021
91,5151,108,2,sitting,0.0137,1.3659,-0.0127,0.029,0.23,0.6544,0.3697,-0.0102,0.0006,0.0135,0.0123,-0.01,-0.0214,-0.0009,0.0077,0.0231,0.0172,-0.0113,0.2934,-0.0204,-0.4984,-0.0039,0.0023,-0.0085,1.1413,0.0032,0.0188,0.0024,0.0034,0.0053,-0.1633,-0.0226,-0.0062,-0.0363,-0.0231,0.0116,-0.0045,-0.5822,-0.009,0.756,-0.0125,-0.0077,-0.0078,0.4506,0.0145,-0.0072,0.031,-0.003,0.014,-0.0019,0.02,-0.0372,-0.0113,0.0039
92,5152,108,2,sitting,0.0215,1.1588,-0.0284,0.1053,0.3097,0.8738,0.1714,-0.025,-0.0246,0.0128,0.0089,-0.001,-0.0331,-0.0012,0.0142,0.0238,0.0176,-0.0123,0.3081,-0.0016,-0.5505,-0.0062,-0.0047,0.0036,1.0846,0.0087,-0.0264,0.0151,0.0025,-0.005,-0.193,-0.0265,-0.0204,-0.0181,-0.0133,0.0148,-0.0052,-0.3047,-0.0066,0.7691,-0.0126,-0.0051,0.0131,0.3181,0.0029,0.0013,0.0254,0.0069,0.0201,-0.001,0.0224,-0.0357,-0.0126,0.0049
93,5153,108,2,sitting,0.0072,1.3317,-0.0086,0.1631,0.5274,1.5045,0.3604,-0.0241,0.0063,0.0122,0.0153,-0.0162,-0.0299,0.0069,0.0104,0.0257,0.0168,0.0021,0.3006,0.0006,-0.5475,-0.0041,0.0027,-0.041,1.0478,-0.0052,0.0015,0.0024,-0.0213,-0.0138,-0.1705,-0.0175,-0.032,-0.0155,0.0146,0.005,-0.0032,-0.3474,-0.0105,1.4442,-0.0105,-0.0072,0.005,0.2676,0.0063,0.0052,0.0183,0.0047,0.0239,0.0079,0.018,-0.0365,-0.0116,0.0026
94,5154,108,2,sitting,0.0028,1.2915,-0.0145,0.1387,0.3329,0.9744,-0.2926,0.0023,0.0015,0.0172,0.0053,-0.0218,-0.0193,0.0029,0.0079,0.0258,0.0172,-0.0031,0.231,-0.0112,-0.4593,-0.0069,0.0014,-0.0094,0.8724,-0.0174,0.0022,-0.008,-0.0186,0.0009,-0.1616,-0.024,-0.0108,-0.0136,-0.0023,0.0011,-0.0041,-0.3407,-0.0082,1.4529,-0.0118,-0.0074,0.0087,0.3321,0.0144,0.0086,0.0342,-0.0027,0.0086,0.0147,0.0165,-0.0355,-0.0136,0.0057
