candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17
36,5457,108,4,walking,-0.3452,0.3874,-0.0593,0.2042,0.1391,0.0284,-1.0644,-0.0714,-0.1628,-0.5219,0.6768,-0.0388,0.1606,0.3668,-0.2505,1.1055,-0.0145,0.5847
59,5480,108,4,walking,-0.0202,-0.0133,0.0757,0.2752,-0.2873,-0.0434,-0.1492,-0.2246,-0.1485,0.2237,-0.1626,-0.2884,0.3201,-0.0461,-0.3426,0.5721,1.1765,0.0768
104,5525,108,4,walking,-0.3119,-0.1751,-0.0248,0.65,1.4731,-0.3404,0.0204,-0.044,0.3307,-0.6874,0.7597,0.2468,-1.3434,0.114,-0.6131,-1.03,-0.0832,-0.7003
22,5443,108,4,walking,-0.0466,-0.0005,-0.0247,-0.0536,0.0453,0.0381,0.1225,-0.1248,-0.3204,-0.5062,0.0682,0.1201,0.5613,0.4862,-0.0535,0.2382,0.1288,0.113
76,5497,108,4,walking,-0.0756,-0.0146,0.0505,-0.1471,-0.0177,-0.172,-0.3226,-0.0427,0.0737,0.0043,-0.4636,1.1383,-0.2203,-0.4583,-0.1636,0.6321,-0.6448,1.1025
186,5607,108,4,walking,-0.3612,-0.3,-0.1282,0.2784,-0.0766,0.4214,0.4156,-0.4192,0.1692,-0.6735,-0.1261,0.3002,-1.1043,-0.2502,-0.303,0.3724,-0.3556,0.2362
42,5463,108,4,walking,0.1571,-0.1578,0.0683,1.103,-0.1469,-0.412,-0.0342,-0.0484,0.3674,-0.1108,1.1446,0.276,-0.2023,0.0031,-0.0258,-0.2307,0.0745,-0.3505
144,5565,108,4,walking,-0.0172,-0.1158,-0.1062,-0.1334,0.1646,0.2388,0.0219,-0.2615,-0.0846,0.4012,-0.0345,0.5823,-0.687,-0.1248,-0.1238,0.0541,0.6378,0.0446
106,5527,108,4,walking,0.4366,-0.0191,0.2079,0.362,1.5305,0.0513,-0.4057,-0.2757,0.3638,0.6774,0.3423,0.33,0.2148,-0.0657,0.4032,0.4354,-0.2575,0.2678
155,5576,108,4,walking,0.0027,0.1777,-0.0748,-0.1212,-0.3256,0.1516,1.4434,0.0102,-0.0146,0.3336,0.4024,-0.2015,-0.2474,0.2166,-0.0428,-0.0171,-0.0283,0.0583
88,5509,108,4,walking,-0.1183,-0.0527,-0.0195,-0.0621,0.6453,-0.1896,-0.5311,0.7447,-0.1575,0.0838,-0.5143,0.8228,0.2534,0.414,-0.1627,-0.105,-0.733,0.3078
179,5600,108,4,walking,-0.0511,-0.2605,0.0498,-0.0546,0.1616,0.0463,0.2863,0.2417,-0.0889,0.2786,0.05,0.2444,-0.4224,-1.6385,0.0365,0.4075,-0.1615,-0.2833
18,5439,108,4,walking,-0.165,-0.0418,-0.0857,-0.0052,0.2844,-0.0752,0.0583,0.2731,-0.5434,-0.0397,0.0235,0.4783,0.3229,0.252,0.0823,-0.3519,-0.3507,0.0087
28,5449,108,4,walking,0.2175,-0.2122,-0.0766,-0.3846,-0.4413,0.0042,0.2103,-0.2428,-0.2662,0.2525,-0.314,1.2408,0.0864,0.3315,0.0894,-0.3327,0.6741,-0.3217
139,5560,108,4,walking,-0.0665,-0.3616,-0.0369,-0.0733,0.0115,0.0663,0.0177,0.032,-0.2373,0.0403,-0.2252,-0.5725,0.0833,-0.373,0.2763,-0.6038,-0.5445,0.3512
91,5512,108,4,walking,0.0878,0.5715,0.2851,0.0535,-0.6178,-0.68,0.6544,-0.6725,0.5315,-0.0286,0.7678,1.203,0.2222,0.3524,-0.1456,0.3254,0.0311,0.0202
26,5447,108,4,walking,-0.2189,0.0841,0.4055,1.5513,1.0417,-0.0293,-1.4458,-0.3153,-0.0367,0.587,-0.6047,1.0586,-0.4343,0.4152,-0.7422,0.1045,-0.1133,-0.0332
89,5510,108,4,walking,-0.3152,-0.0763,0.2803,-0.08,-0.1783,-0.1453,-0.5014,-0.1602,-0.3524,-0.204,0.4182,-0.5106,-0.0266,-0.4386,-0.3676,-0.0866,0.0035,-0.7115
3,5424,108,4,walking,-0.0355,-0.3345,-0.4651,-0.3413,-0.2215,0.0706,-0.3301,-0.202,0.4756,0.1362,-0.0504,-0.3143,-0.463,0.0464,-0.237,-0.0651,0.5262,0.8075
183,5604,108,4,walking,-0.066,-0.2414,0.027,0.0412,-0.0833,-0.405,0.5207,-0.1782,-0.5717,-0.0732,0.0462,-0.5774,-0.0888,0.0625,1.6276,0.6703,0.0874,0.0756
161,5582,108,4,walking,-0.0211,-0.1403,-0.0548,-0.0239,-0.0129,0.1061,0.075,0.0523,-0.0348,-0.0861,-0.0431,-0.4106,-0.0156,1.0244,-0.1331,-0.3313,0.1437,-0.0167
14,5435,108,4,walking,-0.1514,-0.461,0.0384,-0.4405,-0.168,-0.3705,0.5544,-0.2749,0.0203,0.0302,0.0526,0.4838,-0.2674,0.0043,-0.1536,0.2236,0.0873,-0.5781
120,5541,108,4,walking,-0.2885,0.7628,0.5223,0.8642,-0.2355,0.216,-0.0787,-0.5662,-0.0802,1.647,0.4575,-0.1472,-0.1006,-0.2862,0.2767,0.7004,1.7625,-0.2747
109,5530,108,4,walking,-0.4363,-0.4169,0.1274,-0.0858,0.0383,-0.5431,0.1525,-0.2436,-0.0864,0.0042,-0.1425,-0.3508,0.1394,0.455,-0.5418,0.0646,-0.477,-0.031
102,5523,108,4,walking,-0.2717,-0.0329,0.2681,0.5873,0.1305,-0.118,-0.3026,-0.3159,-0.2743,-0.234,-0.2212,0.3273,-0.1526,-0.4824,-0.5602,0.0236,-0.2732,0.326
175,5596,108,4,walking,-0.0742,-0.1886,0.5707,0.2808,0.0778,-0.0699,-0.2028,0.7458,0.0298,1.2136,-1.2424,-0.3072,0.5713,-0.4532,0.5077,-1.0384,-0.44,0.5328
10,5431,108,4,walking,-0.0012,0.0802,-0.3557,0.3247,0.1023,-0.1561,0.1257,1.0512,0.3103,0.0304,-0.2469,1.0841,0.1113,-0.0773,-0.0157,-0.0673,-0.0039,0.6409
147,5568,108,4,walking,0.6035,0.2153,0.6336,-0.1731,-0.314,0.1767,0.045,-0.0039,-0.0134,-0.3617,0.6281,-0.0035,0.0005,0.0226,1.1154,-0.1177,-0.2463,0.4367
68,5489,108,4,walking,-0.1454,0.0049,-0.0705,-0.1424,0.1448,0.021,0.0602,0.0422,0.0071,-0.3111,0.0581,1.2886,0.7504,0.0534,0.173,0.1138,-0.0505,0.0316
4,5425,108,4,walking,-0.0763,0.1318,-0.3385,0.2763,-0.1551,0.6124,0.0716,-0.0385,-0.0436,0.246,-0.2507,-0.761,0.6312,0.0198,0.2027,0.1188,-0.3018,1.1044
71,5492,108,4,walking,-0.0252,0.0682,0.13,-0.0657,-0.0826,-0.0471,-0.0086,-0.0065,-0.2686,-0.5815,0.0157,0.2247,0.1068,-0.1061,0.1478,-0.0348,-0.1803,-0.0062
64,5485,108,4,walking,0.421,-0.1806,1.0404,0.5812,-0.1881,-0.1706,0.0498,-0.7266,0.4841,-0.5787,-0.256,1.532,0.0047,0.0871,-0.21,0.7872,0.1782,-0.0654
30,5451,108,4,walking,-0.6468,-0.2564,0.3424,-0.0249,-0.3464,0.3657,-0.0247,-0.0596,-0.0195,0.1885,-0.1381,-0.2175,0.6016,-0.0767,-0.75,-0.0205,-0.6152,0.2708
184,5605,108,4,walking,-0.0241,0.0653,-0.2706,-0.1532,0.0847,0.2766,0.3031,-0.0628,-0.1084,0.6242,-0.0542,0.421,0.2437,0.32,0.0146,-0.28,0.0035,0.1503
77,5498,108,4,walking,-0.1467,-0.0608,-0.2143,0.227,-0.2257,0.084,-0.6166,-0.2009,0.0388,-0.3627,0.5867,0.0048,-0.3112,-0.4647,-0.0271,-0.2274,0.3587,-0.4657
25,5446,108,4,walking,-0.4087,0.1557,-0.4877,-0.126,-0.3224,-1.0001,0.1066,0.0102,-0.2131,0.4171,1.3264,-0.0449,-0.0247,-0.1684,0.0451,-0.0771,0.104,-0.0312
180,5601,108,4,walking,0.024,-0.0485,0.0546,0.0231,0.1233,0.2655,-0.2368,-0.5272,-0.1343,0.5757,0.5353,-1.4253,-0.3802,1.4023,-0.3474,-0.4635,0.4278,-1.0654
48,5469,108,4,walking,0.2048,-0.2466,-0.254,-0.3867,0.1716,-0.2865,0.2624,0.0245,-0.055,-1.7235,0.5786,0.0343,0.3843,-0.0365,-0.4611,0.0332,0.3134,-0.27
92,5513,108,4,walking,-0.0403,-0.1657,0.2031,0.0275,0.176,-0.2131,0.2549,0.2008,-0.0052,0.681,0.2866,-0.1159,-0.1073,-0.3164,-0.3103,0.1783,0.0455,-0.1205
38,5459,108,4,walking,-1.3242,-0.0124,0.1035,-0.3148,-0.6714,0.1554,-0.364,-1.1003,0.1007,0.0444,-0.6581,-0.0186,0.0407,-0.042,-0.212,0.0735,-0.1677,-0.5764
15,5436,108,4,walking,-0.2546,0.1113,0.0411,0.385,-0.0079,0.4012,0.1205,-0.3646,0.7341,0.8674,-0.3255,0.0446,0.108,1.2218,-0.0271,0.0147,-0.1606,0.0059
8,5429,108,4,walking,-0.2481,-0.0641,-0.0664,-0.2858,-0.0358,0.1605,0.0701,0.0826,-0.1854,-0.1787,-0.1164,-0.3887,0.2402,-0.2256,-0.1513,0.436,-0.1073,0.0253
46,5467,108,4,walking,0.1331,-0.0317,0.0063,0.0244,-0.0107,-0.0748,-0.3042,0.3133,0.3824,-0.0573,-0.1732,0.11,0.1232,-0.0654,-0.2721,0.2875,-0.1006,-0.401
84,5505,108,4,walking,0.4024,0.0335,0.1361,-0.0441,0.023,0.5531,-0.5824,1.0585,-0.0704,1.4785,-0.1126,-0.6765,-0.5479,-0.6176,-0.1323,0.1281,-0.2802,-0.23
40,5461,108,4,walking,-0.2885,0.1441,-0.3124,0.5046,0.1305,0.0066,-0.1356,1.1201,0.4115,-0.1576,0.1337,-0.4853,-0.1796,0.2078,0.2453,-0.2306,1.7803,-0.0495
23,5444,108,4,walking,-0.3002,0.2226,-0.1777,-0.0535,-0.1429,-0.2551,-0.3048,-0.0528,-0.2025,-0.0046,-0.2387,-0.5628,-0.1376,0.3552,0.0369,-0.0723,0.2468,0.0804
20,5441,108,4,walking,0.6371,0.1181,-0.1154,-0.2527,-0.0034,-0.1593,-1.0375,0.4236,-1.3548,-0.0733,-0.0196,-0.4584,0.6823,0.1281,1.2807,0.5695,-1.0586,0.1177
152,5573,108,4,walking,0.3465,-0.2124,0.0743,-0.3211,0.2557,0.0653,0.0388,0.0851,-0.4336,-0.0675,-0.4856,-0.0355,0.5727,0.0528,-0.1008,0.4178,0.0029,0.0633
178,5599,108,4,walking,0.0074,-0.0505,-0.0435,0.0754,0.0189,-0.0569,0.0741,-0.0216,0.0214,1.0268,0.1528,0.0127,-0.0705,-0.0067,0.006,-0.072,-0.0824,-0.0262
33,5454,108,4,walking,0.1271,-0.065,-0.0778,0.1,-0.1812,0.1153,0.2424,0.4256,-0.0029,-0.1263,0.0422,0.0462,-0.5602,0.5457,-0.2378,0.2402,-0.0505,0.0432
79,5500,108,4,walking,0.0252,-0.045,-0.418,0.245,-0.0463,0.1167,-0.2822,0.0025,-0.1158,1.2043,-0.3146,-0.186,-0.2123,0.0284,-0.1427,-0.1513,-0.0107,-0.0366
43,5464,108,4,walking,-0.0274,-0.0095,0.1615,-0.0736,0.072,0.1822,0.158,-0.1101,-0.3635,0.1326,0.154,0.1248,-0.1457,-0.0788,0.5836,-0.0331,-0.0111,-0.0747
181,5602,108,4,walking,0.0364,-0.113,0.2286,0.0458,-0.0218,0.5773,-0.2002,-0.1872,-0.0283,-0.2854,1.0417,-0.0156,0.0002,-0.4557,-0.3084,-0.3811,0.2031,0.1788
7,5428,108,4,walking,-0.0435,-0.059,-0.3307,-0.1662,-0.5554,0.4644,-0.358,-1.3584,0.0138,0.7656,1.3084,-0.2365,0.248,0.0892,-0.0269,-0.5408,0.6482,-0.1812
56,5477,108,4,walking,0.3346,-0.6136,-0.0662,-0.0215,0.085,-0.0752,-0.245,0.0532,-0.1258,-0.2804,-0.0456,-0.2535,-0.1617,-0.0695,-0.1881,-0.0486,-0.2063,-0.1214
145,5566,108,4,walking,-0.1225,0.1101,-0.0102,-0.1626,0.1762,0.0736,-0.0621,0.4035,-0.1033,-0.1017,0.1145,-0.5283,-0.0034,0.1683,-0.0229,-0.5117,-0.5076,-0.0046
165,5586,108,4,walking,-0.1862,1.2573,-0.0197,0.6104,-0.0336,0.0625,0.1472,-1.452,0.6854,-0.1704,-0.5068,-0.325,-0.2182,-0.0172,-1.1121,0.2231,-0.0786,0.6163
27,5448,108,4,walking,0.0378,-0.0654,-0.0076,-0.0743,-0.1286,-0.0807,-0.2435,-0.0448,-0.3823,-0.3582,-0.0537,0.0614,-0.0169,0.1033,0.0562,0.1531,-0.0716,0.0009
21,5442,108,4,walking,-0.3157,-0.1688,-0.0534,-0.043,-0.0306,0.1254,-0.0411,0.1213,0.0104,-0.0628,-0.1201,0.0088,-0.3684,0.3825,0.4514,0.5814,0.0204,-0.0183
86,5507,108,4,walking,0.0234,0.3572,-0.0108,0.1356,0.0521,0.1044,-0.0328,-0.0006,0.3235,0.2882,-0.4658,1.0141,0.2762,0.0883,0.0194,0.0885,-0.0452,0.087
113,5534,108,4,walking,-0.032,0.2383,0.0703,-0.11,0.2666,0.3117,-0.0305,-0.1347,0.2613,0.0453,0.1741,-0.2033,0.1016,-0.0733,-0.1206,-0.0477,-0.0838,0.1382
44,5465,108,4,walking,0.0185,0.1436,-0.3233,-0.1258,-0.0123,-0.1807,-0.5867,-0.1288,0.0587,-0.1004,0.1373,-0.146,0.4571,0.0154,-0.3375,-0.0663,-0.0093,-0.0538
16,5437,108,4,walking,-0.1707,-0.1116,0.0124,0.1513,-0.276,-0.2854,0.2185,1.4824,-0.1345,0.0725,0.2088,-0.3204,0.1075,-0.671,-1.0876,-0.1451,0.4377,0.0851
185,5606,108,4,walking,0.0001,-0.236,0.1624,0.0586,-0.0892,-0.0576,-0.3314,-0.0267,-0.2808,0.0082,-0.2189,0.2305,-0.0618,-0.0239,0.0068,0.0703,-0.0318,-0.0684
170,5591,108,4,walking,-0.2125,-0.1634,0.0649,-0.0775,-0.1373,-0.1367,0.0414,-0.056,0.1674,-0.0362,-0.056,-0.3661,0.2178,-0.1241,-0.2839,0.0025,-0.2514,0.0128
148,5569,108,4,walking,-0.2117,-0.003,0.2855,-0.0237,-0.0202,-0.0886,0.3522,-0.1573,0.1735,-0.1002,0.0603,-0.0174,0.5043,-0.058,0.0512,0.5753,0.1768,0.2213
124,5545,108,4,walking,-0.4142,-0.0574,-0.0531,-0.0435,0.0511,0.1608,-0.3628,-0.0297,0.135,0.2417,-0.2029,0.2764,0.0515,0.0588,0.255,-0.0469,0.0073,-0.2605
101,5522,108,4,walking,-0.0814,-0.2864,-0.0308,0.0163,0.2303,-0.277,0.3702,-0.1668,-0.3122,-0.4665,0.7826,0.2562,-0.1365,-0.0403,0.4876,-0.0887,0.1845,0.1381
164,5585,108,4,walking,-0.0082,-0.0157,0.0018,0.0424,-0.0802,0.0665,-0.2233,-0.0388,-0.0304,-0.2773,0.156,-0.5688,-0.2252,-0.1653,-0.3775,-0.0427,0.078,-0.0721
118,5539,108,4,walking,-0.2442,0.0759,-0.0173,-0.2684,-0.1858,0.1401,0.0108,-0.0617,-0.1247,-0.0824,-0.3858,-0.0756,-0.152,0.0316,0.2374,-0.0515,-0.3341,0.2557
34,5455,108,4,walking,0.0276,-0.0063,-0.0081,0.3315,-0.0778,0.0123,0.1001,0.1747,0.0225,-0.0412,-0.0502,0.0269,0.0311,0.0733,1.5626,0.0054,-0.0412,0.0647
99,5520,108,4,walking,-0.3412,0.1176,-0.1074,0.1464,0.1215,-0.0293,-0.1314,-0.1368,-0.001,0.3646,-0.243,0.3283,0.2803,0.1764,0.3634,-0.3136,0.1084,-0.0374
123,5544,108,4,walking,-0.2362,-0.0612,-0.0572,-0.0645,-0.0763,-0.065,-0.072,0.3156,-0.0864,0.1121,0.111,0.1872,-0.1847,0.2256,-0.1036,0.2045,0.2885,-0.0765
