candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53
132,5192,108,2,sitting,0.0145,1.3357,-0.0246,0.0854,0.1875,0.5831,0.263,0.0307,0.0056,0.0267,0.0134,0.0046,-0.032,-0.0008,0.0071,0.0274,0.023,-0.0138,0.3083,-0.0058,-0.5266,-0.0051,0.0054,0.0058,0.88,0.0249,0.0026,0.0222,-0.0029,-0.0157,-0.1664,-0.0197,-0.0561,-0.0406,-0.0054,-0.0109,-0.0046,-0.3407,-0.0104,0.7748,-0.0137,-0.0081,0.0098,0.4226,-0.0022,0.011,0.0221,0.0075,0.0137,0.004,0.0253,-0.0362,-0.0124,0.0041
133,5193,108,2,sitting,0.0163,1.3265,-0.0136,0.1712,0.4568,1.3361,-0.3682,0.0047,0.0035,0.0153,0.0146,-0.0187,-0.0299,0.0046,0.0096,0.0265,0.0166,-0.002,0.2304,-0.0336,-0.5193,-0.0017,-0.0064,-0.0131,1.0729,-0.0075,-0.0037,-0.0068,-0.017,-0.0238,-0.1772,-0.0422,-0.0188,-0.0241,-0.0151,-0.0001,-0.005,-0.3219,-0.0114,0.6863,-0.016,-0.0085,-0.0122,0.3801,0.0026,0.0096,0.0175,0.0141,0.0271,-0.0031,0.0173,-0.0356,-0.0145,0.0047
134,5194,108,2,sitting,0.0038,2.3633,-0.0195,0.1308,0.3065,0.9788,0.296,0.0054,0.0058,0.015,0.0096,-0.0063,-0.0297,0.0023,0.0092,0.0243,0.0222,0.0052,0.4174,-0.023,-0.5291,-0.0047,-0.0017,-0.0462,1.1239,-0.0118,0.0252,-0.0176,-0.032,0.0156,-0.168,-0.0193,-0.0252,-0.017,-0.009,-0.0212,-0.0044,-0.3532,-0.0081,0.7669,-0.0124,-0.0067,-0.0066,0.4242,0.0067,0.0089,0.0335,0.0068,0.0169,0.0049,0.0184,-0.0366,-0.012,0.0064
135,5195,108,2,sitting,0.0023,1.1448,-0.0025,0.1133,0.3045,0.8489,0.2988,-0.0048,-0.012,0.0225,0.0118,-0.01,-0.0298,0.0043,0.0095,0.028,0.0156,0.0116,0.2823,0.0075,-0.4842,-0.0154,0.0045,-0.009,1.2059,0.0014,0.0123,0.0252,0.0271,-0.0102,-0.1971,-0.0248,-0.0527,-0.0355,-0.0177,-0.0266,-0.0057,-0.3154,-0.0072,0.723,-0.0073,-0.0136,0.0147,0.4748,0.005,0.0011,0.0249,0.0081,0.0246,0.0056,0.016,-0.0357,-0.0127,0.0056
136,5196,108,2,sitting,0.0118,1.3471,-0.0141,0.0926,0.2632,0.9587,0.2203,-0.0368,0.0053,0.0173,0.0091,-0.0014,-0.0267,-0.0012,0.0122,0.0285,0.0178,-0.0182,0.3154,-0.0142,-0.5725,-0.0023,-0.0002,-0.033,0.9654,0.0251,-0.0362,-0.0024,-0.0136,-0.0011,-0.1561,-0.0213,-0.033,-0.0374,-0.0185,-0.0036,-0.0039,-0.3236,-0.0103,0.7684,-0.0127,-0.0026,0.0037,0.4373,0.0061,0.0033,0.0279,0.0083,0.0126,0.0024,0.025,-0.0355,-0.0113,0.0039
137,5197,108,2,sitting,0.004,1.2536,-0.017,0.1224,0.3505,1.1763,0.5607,0.0036,0.0039,0.0138,0.0111,-0.0165,-0.0274,0.0005,0.0102,0.0282,0.0169,-0.003,0.2127,-0.0354,-0.5338,-0.0021,0.0048,0.0248,0.9679,0.0032,0.0238,-0.0137,0.02,-0.0243,-0.173,-0.0375,-0.0652,-0.0247,-0.014,-0.0079,-0.0046,-0.3008,-0.0082,0.7645,-0.0132,-0.0093,-0.0158,0.3216,0.0137,0.0083,0.0256,0.005,0.0171,0.007,0.0199,-0.0346,-0.0101,0.0048
138,5198,108,2,sitting,0.0009,1.259,-0.0255,0.1446,0.3369,1.0963,0.408,-0.0171,0.006,0.0116,0.0054,-0.0101,-0.0295,0.0022,0.0074,0.0274,0.0167,0.0081,0.2327,-0.0052,-0.5236,-0.011,-0.0043,0.0167,0.8614,-0.0046,0.0018,0.0116,-0.0018,-0.0067,-0.1838,-0.019,-0.0562,-0.048,0.0052,0.0046,-0.0026,-0.3183,-0.0087,0.7263,-0.0118,-0.0121,0.0051,0.4353,0.0096,0.0054,0.0371,0.0059,0.0134,0.0113,0.012,-0.0369,-0.0104,0.0036
139,5199,108,2,sitting,0.0006,1.2534,-0.0186,0.1554,0.4332,1.0441,0.2233,0.0049,-0.0048,0.0128,0.0035,-0.002,-0.0273,0.0011,0.0138,0.0244,0.0197,0.002,0.4082,0.0067,-0.5711,-0.0012,-0.0011,-0.0276,1.2676,0.0025,0.0155,0.0041,0.0064,-0.0126,-0.1659,-0.0175,-0.0355,-0.0201,-0.0115,-0.0057,-0.0033,-0.3147,-0.0113,0.7728,0.0042,-0.0159,0.0021,0.3316,0.0097,-0.0041,0.0218,0.0029,0.0283,0.0005,0.0208,-0.0351,-0.0101,0.0062
140,5200,108,2,sitting,0.0008,1.2723,-0.0166,0.0991,0.2819,0.9123,-0.1221,-0.0185,0.0011,0.0088,0.0052,-0.0183,-0.0228,0.0055,0.0132,0.0253,0.0178,0.0082,0.3249,-0.0083,-0.5374,0.0001,0.0019,-0.0045,1.1483,-0.0036,-0.021,0.0306,-0.0074,0.0147,-0.1608,-0.0271,-0.0234,-0.0075,-0.0123,0.0107,-0.0026,-0.3365,-0.0112,1.4505,-0.0127,-0.0113,-0.0131,0.3754,0.0021,0.0151,0.0269,0.0024,0.0039,-0.0021,0.0192,-0.0355,-0.0111,0.0053
141,5201,108,2,sitting,0.0012,1.2571,-0.0266,0.1276,0.3587,1.0868,0.3828,0.0054,-0.0122,0.006,0.0145,-0.0145,-0.024,-0.0005,0.0126,0.029,0.0171,-0.0314,0.2295,-0.0346,-0.5374,-0.006,0.0042,0.0044,1.003,0.0327,-0.0182,-0.0323,-0.0242,-0.0052,-0.1908,-0.0334,-0.0277,-0.0581,-0.0312,0.007,-0.0012,-0.3506,-0.0041,0.7696,-0.0121,-0.0098,0.0072,0.443,0.0113,0.0127,0.0196,0.0073,0.0237,0.013,0.0197,-0.0331,-0.0112,0.0041
142,5202,108,2,sitting,0.0085,1.2142,-0.0077,0.1541,0.4773,1.1543,0.27,0.0004,-0.0218,0.0132,0.0158,-0.0217,-0.0269,-0.0002,0.0111,0.0274,0.0154,-0.0071,0.3415,-0.0257,-0.5232,-0.0025,-0.0005,0.0012,1.0021,0.0061,0.0215,-0.0222,0.0075,-0.0043,-0.1661,-0.0269,-0.0042,-0.0033,-0.0121,0.0044,-0.0057,-0.3056,-0.0088,0.8249,-0.0106,-0.0065,0.0023,0.4078,0.0056,0.0034,0.0345,0.0175,0.0136,0.0007,0.0159,-0.0342,-0.0101,0.0038
143,5203,108,2,sitting,0.0046,1.2665,-0.0224,0.0949,0.2937,0.9573,0.1471,0.0071,0.0031,0.0086,0.0065,-0.015,-0.0189,-0.0051,0.0095,0.0229,0.0164,0.0032,0.2612,0.0083,-0.4439,-0.0016,0.0004,-0.0217,1.0027,0.026,-0.0173,0.033,-0.0274,-0.0068,-0.1321,-0.0332,-0.0478,-0.0026,0.0016,0.0107,-0.0054,-0.3489,-0.0097,1.4835,-0.0114,-0.0028,-0.0077,0.4039,0.0041,0.0036,0.0245,0.0057,0.0186,0.0061,0.0281,-0.0349,-0.0132,0.0041
144,5204,108,2,sitting,0.0104,1.3336,-0.0165,0.0861,0.3172,1.0805,0.2498,0.0024,0.0043,0.0085,0.0075,0.0032,-0.0338,-0.002,0.0099,0.028,0.0172,0.0167,0.3226,0.0047,-0.5373,-0.0006,-0.0067,-0.0181,1.1499,-0.0129,0.035,-0.0026,-0.0017,-0.0127,-0.1598,-0.0346,-0.0373,-0.0224,0.0037,0.012,-0.0061,-0.331,-0.0104,0.7697,-0.0056,-0.0149,0.0155,0.3981,0.0096,0.0097,0.0167,0.0056,0.027,0.012,0.0268,-0.0357,-0.013,0.0039
145,5205,108,2,sitting,0.0009,1.2615,-0.0202,0.0967,0.3217,1.0989,0.2634,0.0132,0.0108,0.0173,0.0126,-0.0135,-0.0307,0.002,0.008,0.0283,0.0178,0.0055,0.1502,-0.0014,-0.532,-0.0007,-0.0026,-0.0243,1.1094,0.0104,0.0264,0.008,0.0174,-0.0105,-0.1851,-0.0175,-0.067,-0.0203,0.0031,-0.0007,-0.0058,-0.51,-0.012,1.436,0.0002,-0.0143,-0.0134,0.3787,0.0078,0.0086,0.0309,0.0039,0.0142,0.0006,0.0189,-0.0347,-0.0112,0.0062
146,5206,108,2,sitting,0.0111,1.3619,-0.0234,0.1298,0.3463,1.1803,-0.2898,-0.0067,0.0055,0.0204,0.013,-0.0251,-0.0252,0.0053,0.0125,0.0253,0.0172,-0.0034,0.259,-0.0061,-0.5279,-0.0043,0.0033,0.013,1.1349,-0.0129,0.0158,0.0187,-0.0254,0.0111,-0.1856,-0.0133,-0.0354,-0.0069,-0.001,0.016,-0.0014,-0.3156,-0.0056,1.4429,-0.0111,-0.0063,0.0084,0.4133,0.0049,0.0053,0.0195,0.0053,0.0281,0.0013,0.0187,-0.0386,-0.0117,0.0023
147,5207,108,2,sitting,0.0048,0.8949,-0.0094,0.0564,0.2602,0.8174,0.5776,0.0003,-0.0012,0.0196,0.0028,-0.0161,-0.0299,0.0018,0.0108,0.0294,0.0161,0.0082,0.2704,0.005,-0.5126,-0.001,-0.0002,0.0073,1.1082,-0.006,0.0182,0.0079,-0.0054,-0.0148,-0.1547,0.0036,-0.0224,0.0105,0.0216,0.0064,-0.0004,-0.671,-0.009,1.4657,0.0037,-0.0203,-0.0026,0.2945,0.0046,0.0126,0.0208,-0.0052,0.016,-0.0004,0.0186,-0.0374,-0.0114,0.0027
148,5208,108,2,sitting,0.0121,1.1914,-0.0158,0.1685,0.4073,1.2759,-0.2736,0.0121,0.0008,0.0034,0.0081,-0.0026,-0.0276,0.0043,0.0071,0.0281,0.0186,0.007,0.14,0.0088,-0.5308,-0.0034,0.0044,0.0143,0.9047,0.0126,0.0027,0.011,0.027,0.0077,-0.185,-0.025,-0.0381,0.0057,0.0023,0.0093,-0.0015,-0.3465,-0.0096,0.7446,0.0044,-0.0198,0.0109,0.4342,0.0055,0.0056,0.0352,0.007,0.0181,0.0052,0.0252,-0.0362,-0.0098,0.0048
149,5209,108,2,sitting,0.0087,2.3668,-0.0221,0.0388,0.2883,0.868,0.6308,-0.0088,-0.0119,0.0242,0.0044,0.001,-0.026,0.0065,0.0137,0.0265,0.0175,0.0252,0.4228,-0.0341,-0.5335,0.0046,-0.0001,-0.0082,0.9485,-0.0077,-0.0417,-0.0052,-0.0107,-0.0252,-0.1487,-0.0305,-0.0095,-0.0024,-0.0063,-0.0216,-0.0054,-0.3124,-0.0052,1.4562,-0.0051,-0.0144,0.0045,0.4752,-0.0072,0.003,0.0178,-0.0028,0.0152,-0.0073,0.0232,-0.0346,-0.0109,0.0011
150,5210,108,2,sitting,0.0054,1.2636,-0.0126,0.0365,0.1384,0.6661,0.0574,-0.0132,-0.0231,0.0229,0.0213,-0.0228,-0.0357,0.0057,0.0137,0.0245,0.0161,-0.0012,0.3311,0.0042,-0.4998,-0.0025,0.0018,0.0082,1.0403,0.0113,0.0234,0.0213,0.0031,0.002,-0.1696,0.0081,-0.0388,0.0047,-0.0221,-0.0118,-0.0076,-0.578,-0.0094,1.5066,-0.008,-0.0173,-0.0059,0.9587,0.0083,-0.0042,0.0163,-0.0071,0.0212,0.0067,0.0219,-0.0363,-0.0111,0.003
151,5211,108,2,sitting,0.0011,1.316,-0.0167,0.0581,0.133,0.4031,-0.3077,0.0103,0.006,0.019,0.0095,-0.0152,-0.0371,0.0035,0.0097,0.0257,0.0182,-0.0014,0.1269,-0.0236,-0.4924,-0.0102,-0.0068,0.0167,1.0067,0.0138,-0.008,-0.001,0.0228,-0.0003,-0.1569,-0.0254,-0.0452,-0.0303,-0.0152,-0.0129,-0.003,-0.3154,-0.0052,1.44,-0.0082,-0.0138,-0.0072,0.3775,0.0186,0.0074,0.0288,0.0101,0.0229,0.0004,0.0282,-0.0362,-0.0117,0.0022
152,5212,108,2,sitting,0.0001,1.2848,-0.0205,0.1512,0.4926,1.1339,0.1872,0.0134,0.0118,0.0147,0.0083,-0.0107,-0.0313,0.0008,0.0079,0.0281,0.0194,-0.017,0.1693,-0.0071,-0.486,-0.0058,-0.0063,-0.0433,0.9183,0.0128,-0.0054,-0.0044,-0.004,0.02,-0.1834,-0.0283,-0.0674,-0.0358,-0.0023,-0.0131,-0.0046,-0.5824,-0.006,1.466,-0.008,-0.0169,0.0061,0.4532,0.0225,0.0141,0.0298,-0.0019,0.0198,0.0051,0.0211,-0.0356,-0.014,0.0036
153,5213,108,2,sitting,0.0052,1.1592,-0.011,0.1517,0.5268,1.4504,-0.2519,-0.0214,-0.0141,0.017,0.0184,-0.0103,-0.0169,-0.001,0.0135,0.023,0.0196,-0.0163,0.4286,-0.0278,-0.5766,-0.0001,-0.0023,0.0002,1.1098,0.0041,0.0056,-0.0058,-0.0206,0.0103,-0.1454,-0.0267,-0.0398,-0.005,-0.0055,-0.0121,-0.0043,-0.3184,-0.005,1.4372,-0.0091,-0.0186,0.0021,0.9528,0.0083,-0.004,0.0155,0.0086,0.0124,0.0003,0.0156,-0.0358,-0.0109,0.0029
154,5214,108,2,sitting,0.0043,1.3292,-0.0166,0.1294,0.347,1.0742,-0.1729,-0.005,-0.0072,0.0186,0.0094,-0.0009,-0.0277,-0.0009,0.0109,0.0263,0.018,-0.0007,0.1708,0.0164,-0.5144,-0.0001,-0.0056,0.0151,1.0333,0.0089,0.0031,0.0087,-0.0169,-0.0115,-0.1634,-0.0247,-0.0315,-0.0157,-0.0174,0.0124,-0.0054,-0.6074,-0.0074,1.4888,-0.0105,-0.0043,0.0091,0.4415,0.0069,0.0063,0.0237,0.0134,0.019,0.003,0.0275,-0.0333,-0.0113,0.0027
155,5215,108,2,sitting,0.0031,1.3628,-0.0165,0.1878,0.3791,1.0833,-0.308,0.0011,-0.0106,0.0225,0.0069,-0.0066,-0.0248,0.0008,0.0127,0.0299,0.0209,-0.012,0.2307,0.0177,-0.5431,-0.0019,-0.0004,-0.0051,1.2006,-0.012,0.0087,0.0151,-0.006,-0.0124,-0.1655,-0.0367,-0.044,-0.009,-0.0265,0.0086,-0.0058,-0.6731,-0.0091,1.6513,-0.0128,-0.0059,0.0049,0.4328,0.0108,0.0016,0.0126,0.0083,0.0145,0.0003,0.0129,-0.0349,-0.0112,0.0038
156,5216,108,2,sitting,0.0051,1.2816,-0.0126,0.0248,0.1129,0.3326,0.4566,0.0037,0.0007,0.0158,0.0162,-0.0108,-0.0321,0.0046,0.0054,0.0296,0.0183,0.0075,0.2931,0.0008,-0.5185,-0.0043,-0.0019,0.0077,1.0556,-0.0074,0.0203,0.0085,-0.0022,-0.0087,-0.163,-0.0344,-0.025,-0.0075,0.0055,0.0096,-0.0055,-0.5827,-0.0071,1.4867,-0.0124,-0.0082,0.0016,0.2987,0.0032,0.005,0.017,0.0011,0.0045,0.0016,0.0206,-0.0376,-0.0123,0.0044
157,5217,108,2,sitting,0.0006,2.3915,-0.0258,0.1097,0.3417,1.1207,0.9559,0.0201,0.0015,0.0213,0.0098,-0.0031,-0.0284,0.0008,0.0105,0.0289,0.0185,0.0175,0.3824,0.0068,-0.5783,0.0006,0.0024,0.0062,1.1245,-0.0174,-0.0045,0.0262,0.0063,0.0017,-0.1996,-0.0262,-0.0523,-0.012,0.012,0.0092,-0.0063,-0.3476,-0.0052,1.452,0.0042,-0.0194,0.0165,0.5479,0.0121,0.0014,0.0197,0.0029,0.0049,0.0043,0.0219,-0.0331,-0.0102,0.0047
158,5218,108,2,sitting,0.0063,1.2513,-0.0076,0.1731,0.4729,1.3173,0.3297,0.0024,-0.013,0.0224,0.007,-0.004,-0.0295,-0.0053,0.0055,0.0273,0.019,-0.0021,0.3166,0.0257,-0.5788,-0.0106,-0.0037,-0.0074,1.0009,-0.007,0.0101,-0.0188,0.0048,0.0032,-0.168,0.001,-0.0427,-0.01,-0.0051,0.0089,-0.0049,-0.671,-0.0036,1.6768,-0.0098,-0.0148,0.0028,0.4769,0.007,0.0117,0.0252,0.0014,0.0167,0.0058,0.0184,-0.0369,-0.0109,0.0017
159,5219,108,2,sitting,0.0128,1.2717,-0.0169,0.1631,0.4191,1.066,0.2265,0.002,0.0135,0.013,0.004,-0.0015,-0.0278,0.0008,0.0113,0.0285,0.0193,0.0075,0.1145,0.0076,-0.4574,-0.0052,0.0001,-0.0337,1.1346,0.0089,-0.0358,0.0276,-0.0067,0.0005,-0.1621,-0.0324,-0.0526,0.0071,0.0134,0.0132,-0.0049,-0.5644,-0.0102,1.497,-0.0084,-0.015,0.0212,0.4512,0.0056,0.0028,0.0263,0.0099,0.0317,0.0113,0.0255,-0.0365,-0.0104,0.005
160,5220,108,2,sitting,0.0123,1.2637,-0.0257,0.1344,0.3686,1.1739,0.4881,0.0144,0.0077,0.0169,0.013,0.0014,-0.0296,-0.0028,0.0102,0.025,0.0173,0.0224,0.2227,0.0235,-0.5346,-0.0047,0.0013,-0.0349,1.0164,0.0018,0.0029,-0.0303,-0.0218,0.0009,-0.156,-0.0157,-0.0056,-0.0169,-0.0207,-0.0088,-0.0019,-0.3417,-0.0097,1.4985,0.004,-0.0154,0.0065,0.9667,0.0078,0.0059,0.0354,0.0025,0.0043,0.0112,0.0246,-0.0365,-0.0122,0.001
161,5221,108,2,sitting,0.0105,0.3263,-0.0089,0.0826,0.1189,0.8396,-0.0718,-0.0205,-0.0033,0.0129,0.0114,-0.0134,-0.0195,-0.0014,0.0114,0.0301,0.0169,0.0045,0.2865,-0.0116,-0.4787,0.003,-0.0013,-0.0343,1.1696,-0.025,-0.0389,0.0128,-0.0021,0.0131,-0.1951,-0.0362,-0.0234,-0.0268,-0.0033,0.0167,-0.0041,-0.5101,-0.0108,1.4806,-0.0094,-0.0142,0.0044,0.3623,0.0052,0.0142,0.0324,0.008,0.0245,0.0045,0.0241,-0.0373,-0.0108,0.0028
162,5222,108,2,sitting,0.0023,2.2959,-0.0186,0.0928,0.3208,0.8086,-0.0597,0.0085,-0.0118,0.0237,0.0158,-0.0151,-0.0293,0.0016,0.0054,0.0294,0.0172,0.0228,0.4683,-0.022,-0.5511,-0.0082,0.0002,-0.0324,1.164,0.0102,-0.052,0.023,-0.013,0.0257,-0.1708,-0.0349,-0.0736,-0.0282,0.0142,0.0075,-0.0049,-0.5139,-0.0058,1.6415,-0.008,-0.0134,-0.0027,0.3459,-0.0017,-0.0018,0.0182,0.0066,0.0065,0.0017,0.0278,-0.0364,-0.0107,0.0023
163,5223,108,2,sitting,0.01,1.3275,-0.0153,0.184,0.5666,1.6486,0.1453,-0.0205,0.0069,0.0228,0.0088,-0.0031,-0.0168,0.0025,0.0111,0.0286,0.0172,-0.0144,0.4054,-0.0103,-0.5278,-0.0086,0.0004,0.004,1.1064,-0.0258,-0.0222,0.0135,-0.0049,-0.0133,-0.1605,-0.0305,-0.0488,-0.0131,-0.0095,0.0132,-0.0016,-0.3387,-0.008,1.6611,-0.0116,-0.0093,-0.0079,0.4452,0.0131,0.0112,0.0225,0.0068,0.0141,0.0023,0.0208,-0.0377,-0.0126,0.0025
164,5224,108,2,sitting,0.0041,1.3182,-0.0171,0.1268,0.3051,0.9759,-0.346,0.023,0.0084,0.0183,0.0079,-0.0083,-0.0277,0.0009,0.0104,0.0314,0.0174,0.0025,0.2588,0.0041,-0.5834,-0.0114,-0.0044,0.0163,1.1417,-0.0241,-0.0017,-0.031,-0.0133,0.0037,-0.192,-0.0211,-0.0324,-0.0178,-0.0082,0.0104,-0.0045,-0.6216,-0.0054,1.452,-0.0077,-0.0148,0.003,0.4357,0.0079,-0.002,0.0217,0.0096,0.0221,0.0167,0.0282,-0.0352,-0.0106,0.005
165,5225,108,2,sitting,0.0062,1.308,-0.0284,0.1073,0.3651,1.07,0.6995,0.0333,0.0026,0.0217,0.0207,-0.0046,-0.0276,0.0045,0.0077,0.0282,0.024,-0.011,0.3387,-0.0118,-0.4882,0.0047,-0.0052,0.0156,1.164,0.0146,-0.0428,0.0183,-0.0021,-0.0086,-0.1688,-0.0344,-0.0407,-0.012,0.0056,-0.025,-0.0065,-0.6624,-0.0046,1.1431,-0.0071,-0.0133,0.0089,0.4271,0.007,-0.001,0.0324,0.008,0.0151,0.0116,0.0227,-0.0351,-0.0118,0.0067
166,5226,108,2,sitting,0.0128,0.991,-0.0154,0.0743,0.2432,0.7496,0.1327,0.0202,0.0001,0.0256,0.0065,-0.0147,-0.0286,0.0005,0.0101,0.0307,0.0181,0.0123,0.4238,0.0005,-0.4453,-0.0009,0.0048,0.0053,0.9437,0.0083,0.0033,-0.0108,-0.0142,-0.0066,-0.125,-0.0292,-0.0088,0.0064,0.0224,0.0121,-0.0025,-0.3385,-0.0115,1.1395,-0.0101,-0.0073,-0.0099,0.4074,0.012,0.0048,0.024,0.0061,0.015,0.0143,0.013,-0.0354,-0.0108,0.005
167,5227,108,2,sitting,0.0018,1.2809,-0.0135,0.0551,0.1462,0.4672,0.6829,0.0023,0.0052,0.0068,0.0068,-0.0024,-0.0139,0.0042,0.0112,0.0316,0.0154,0.0067,0.2993,-0.0089,-0.5128,0.0005,0.0051,-0.0247,1.1524,0.017,-0.0172,-0.0326,-0.01,0.008,-0.1608,-0.0316,-0.0257,-0.0366,0.0204,0.0094,-0.0037,-0.5109,-0.0061,1.4709,-0.0127,-0.0112,0.0158,0.4137,0.0015,-0.0014,0.028,-0.0071,0.0157,0.0011,0.0117,-0.0346,-0.0104,0.0039
168,5228,108,2,sitting,0.0125,1.1758,-0.0202,0.1472,0.382,1.2627,-0.3866,0.0142,0.0063,0.0226,0.0182,-0.0285,-0.0351,0.0074,0.0121,0.0224,0.0186,-0.0201,0.2326,-0.0162,-0.5692,-0.0052,-0.002,-0.0037,0.8602,-0.014,0.026,-0.0141,-0.0212,-0.0037,-0.1654,-0.0279,-0.029,-0.0256,-0.0324,-0.0106,-0.0053,-0.3135,-0.004,0.7978,-0.0093,-0.0108,-0.0025,0.409,0.0044,0.0024,0.0265,0.0038,0.0244,0.004,0.0371,-0.0343,-0.013,0.005
169,5229,108,2,sitting,0.0112,1.3229,-0.0217,0.1162,0.3279,1.0832,0.6797,0.0211,0.0046,0.0245,0.0115,0.0026,-0.0248,0.0047,0.0134,0.0266,0.0169,-0.0327,0.2425,-0.0137,-0.4873,-0.0036,-0.0052,-0.0156,1.0414,0.024,-0.0039,0.0044,-0.014,0.0064,-0.1406,-0.0365,-0.0574,-0.0484,-0.0077,-0.0201,-0.0054,-0.5963,-0.0072,1.458,0.0045,-0.0167,0.0023,0.3832,0.0168,0.01,0.0259,0.0144,0.0139,0.0005,0.0163,-0.0372,-0.0113,0.0045
170,5230,108,2,sitting,0.0124,0.7873,-0.0147,0.0172,0.1327,0.4339,-0.3751,-0.0032,0.0003,0.017,0.0128,-0.0084,-0.0242,0.0036,0.0146,0.0245,0.0175,0.0078,0.3407,0.0053,-0.4875,-0.0043,-0.0021,-0.0211,1.1363,-0.0105,0.0005,-0.0258,-0.0021,-0.0136,-0.1777,-0.0221,-0.0637,-0.0247,0.0118,0.0095,-0.0003,-0.5076,-0.0046,1.463,-0.0104,-0.0061,-0.0035,0.4094,0.0214,-0.007,0.0149,-0.0002,0.0269,-0.007,0.0324,-0.0336,-0.0131,0.0042
171,5231,108,2,sitting,0.0111,1.2415,-0.0188,0.1353,0.3712,1.0327,0.8885,-0.0288,-0.0006,0.0131,0.0088,-0.0071,-0.0266,0.0031,0.0141,0.0255,0.0175,-0.0018,0.2842,-0.0123,-0.5749,-0.0076,-0.0023,-0.0016,1.0491,-0.0301,0.0022,-0.0094,-0.0181,-0.0065,-0.1928,-0.0252,-0.0285,-0.0424,-0.0189,-0.0023,-0.0003,-0.3231,-0.0105,1.4414,-0.0132,-0.006,-0.0098,0.47,0.0042,-0.0124,0.0234,0.0028,0.0132,-0.0165,0.0203,-0.0384,-0.0106,0.0055
172,5232,108,2,sitting,0.0018,1.3272,-0.0183,0.1161,0.3408,1.0944,-0.4736,0.0063,0.0015,0.0205,0.0178,-0.013,-0.0284,-0.0015,0.0102,0.0279,0.0161,-0.0028,0.1133,-0.02,-0.5184,-0.0001,0.0001,0.0125,0.9109,-0.0087,0.0245,0.0002,-0.025,-0.0101,-0.1569,-0.0197,-0.0372,-0.005,-0.0022,-0.0041,-0.0049,-0.3417,-0.0051,1.646,-0.0118,-0.0052,0.0038,0.3879,0.0033,0.0064,0.018,-0.0017,0.0197,0.0018,0.0376,-0.0335,-0.0115,0.0013
173,5233,108,2,sitting,0.005,0.9802,-0.017,0.0898,0.2822,0.9814,0.3584,-0.0056,-0.0142,0.019,0.0137,-0.0018,-0.0335,-0.0022,0.0086,0.0298,0.0195,0.0058,0.3259,0.015,-0.5119,-0.0071,-0.0021,-0.0182,1.1261,0.0021,-0.011,0.0228,0.0058,0.0073,-0.1835,-0.0293,-0.0546,0.0012,0.011,0.0147,-0.0047,-0.313,-0.0103,1.4483,-0.0146,-0.0136,-0.0031,0.3957,0.021,0.0088,0.021,0.0035,0.0169,0.0126,0.0264,-0.0365,-0.0111,0.0054
174,5234,108,2,sitting,0.0012,1.2981,-0.0233,0.0458,0.1257,0.5106,-0.4991,-0.0246,0.0067,0.0128,0.0047,-0.0132,-0.0288,-0.0007,0.0088,0.0256,0.0163,-0.0052,0.2311,-0.0361,-0.512,-0.0032,0.0001,-0.0016,1.3404,-0.0225,0.0084,0.003,-0.0286,-0.0062,-0.1561,-0.0332,-0.0589,-0.0466,-0.0276,-0.0155,-0.0034,-0.5837,-0.0134,1.6438,-0.0062,-0.015,0.0075,0.9201,0.0019,0.0115,0.0322,0.0142,0.0218,0.0039,0.0184,-0.0374,-0.0102,0.0042
175,5235,108,2,sitting,0.0008,1.1774,-0.0127,0.1712,0.5061,1.5057,-0.3122,-0.0308,0.0123,0.0014,0.0095,-0.013,-0.0257,0.0006,0.0049,0.0282,0.0174,-0.0072,0.2635,0.0112,-0.4862,-0.0032,0.0043,-0.0071,1.1082,0.008,-0.0184,-0.0184,0.0232,-0.0162,-0.1351,-0.0257,-0.0353,0.0087,-0.0272,-0.0045,-0.0031,-0.5043,-0.0102,1.6612,-0.0127,-0.014,0.0033,0.9353,0.012,0.0047,0.0239,0.0021,0.0218,0.0033,0.0187,-0.0369,-0.0123,0.0058
176,5236,108,2,sitting,0.0111,1.3047,-0.0327,0.1268,0.3828,1.0947,0.4286,0.0028,-0.0163,0.006,0.0206,-0.0013,-0.0277,0.0001,0.0061,0.0299,0.022,0.0009,0.1278,0.0053,-0.4634,-0.0012,0.0006,-0.0208,1.0203,0.0157,0.0119,0.0042,-0.0082,0.0031,-0.1972,-0.0118,-0.054,-0.0112,-0.0051,0.0066,-0.0058,-0.3346,-0.0077,1.4892,-0.0167,-0.0092,0.0134,0.4697,0.0152,0.0024,0.0133,0.0081,0.009,-0.0016,0.032,-0.0366,-0.0106,0.0015
